‘ If I put a foot wrong now, I 'll scare her off.’	0 0 0 1 0 1 1 0 0 0 0 0 0	put a foot wrong	figurative	identical	PUNCT ADP PRON VERB DET NOUN NOUN ADV PRON VERB VERB PRON ADP
She hasn't put a foot wrong.	0 0 1 0 1 1	put a foot wrong	figurative	identical	PRON VERB VERB DET NOUN NOUN
‘ His father pointed them out to him often enough and he knew that things would drop on him from a great height if he put a foot wrong.’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	put a foot wrong	figurative	dashes	PUNCT ADJ NOUN VERB PRON PART ADP PRON ADV ADV CCONJ PRON VERB ADP NOUN VERB VERB ADP PRON ADP DET ADJ NOUN ADP PRON VERB DET NOUN ADP
His three supporting barristers were well briefed by the CEGB machine and rarely put a foot wrong.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	put a foot wrong	figurative	identical	ADJ NUM VERB NOUN VERB ADV VERB ADP DET PROPN NOUN CCONJ ADV VERB DET NOUN NOUN
Southall, who never puts a foot wrong, reared up in front of a tractor.	0 0 0 1 0 1 1 0 0 0 0 0 0 0	put a foot wrong	figurative	inflection	PROPN NOUN ADV VERB DET NOUN NOUN VERB PART ADP NOUN ADP DET NOUN
Mama will agree, I am sure — you can not put a foot wrong, it seems, where she is concerned!	0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0	put a foot wrong	figurative	identical	PROPN VERB VERB PRON VERB ADJ PUNCT PRON VERB ADV VERB DET NOUN NOUN PRON VERB ADV PRON VERB VERB
She very rarely puts a foot wrong — and she is not likely to have made the same mistake twice.	0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0	put a foot wrong	figurative	inflection	PRON ADV ADV VERB DET NOUN NOUN PUNCT CCONJ PRON VERB ADV ADJ PART VERB VERB DET ADJ NOUN ADV
Determined not to put a foot wrong, let alone go in over the top, as I sometimes do.	0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0	put a foot wrong	figurative	identical	VERB ADV PART VERB DET NOUN NOUN VERB ADV VERB ADV ADP DET NOUN ADP PRON ADV VERB
Then I was showered with the realisation that I had spent half a working day thinking these thoughts, during which time, if I had put a foot wrong, I would have immediately proved, to some people's satisfaction, the innate unsuitability of women for this kind of work ; and that clinched it ; and I wrote the letter and confirmed the complaint.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	put a foot wrong	figurative	identical	ADV PRON VERB VERB ADP DET NOUN ADJ PRON VERB VERB ADJ DET VERB NOUN VERB DET NOUN ADP ADJ NOUN ADP PRON VERB VERB DET NOUN NOUN PRON VERB VERB ADV VERB ADP DET NOUN NOUN DET ADJ NOUN ADP NOUN ADP DET NOUN ADP NOUN PUNCT CCONJ DET VERB PRON PUNCT CCONJ PRON VERB DET NOUN CCONJ VERB DET NOUN
Springall belonged to the court faction in the city, and if we put a foot wrong, well … ’	0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0	put a foot wrong	figurative	identical	NOUN VERB ADP DET NOUN NOUN ADP DET NOUN CCONJ ADP PRON VERB DET NOUN NOUN INTJ PUNCT PUNCT
I 'd been lying on my bed, thinking of you, and suddenly I couldn't bear it a moment longer and jumped off the bed intending to phone you — and there you were, looking half drowned and so nervous I was afraid to put a foot wrong.’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	put a foot wrong	figurative	dashes	PRON VERB VERB VERB ADP ADJ NOUN VERB ADP PRON CCONJ ADV PRON VERB VERB PRON DET NOUN ADV CCONJ VERB PART DET NOUN VERB PART VERB PRON PUNCT CCONJ ADV PRON VERB VERB NOUN VERB CCONJ ADV ADJ PRON VERB ADJ PART VERB DET NOUN ADP
Only about half a minute of the first half remaining and er certainly Whitlow has hardly put a foot wrong at the back for Leicester so far.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0	put a foot wrong	figurative	identical	ADV ADP ADJ DET NOUN ADP DET ADJ NOUN ADJ CCONJ INTJ ADV PROPN VERB ADV VERB DET NOUN NOUN ADP DET NOUN ADP PROPN ADV ADV
At Ferrari it waited for him to put a foot wrong and there was blood all over the walls.’	0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0	put a foot wrong	figurative	identical	ADP PROPN PRON VERB ADP PRON PART VERB DET NOUN ADJ CCONJ ADV VERB NOUN ADV ADP DET PUNCT
This lot rarely put a foot wrong, and here, all feet are guaranteed right.	0 0 0 1 0 1 1 0 0 0 0 0 0 0	put a foot wrong	figurative	identical	DET NOUN ADV VERB DET NOUN NOUN CCONJ ADV DET NOUN VERB VERB ADJ
As far as Jean - Paul is concerned, the French haven't put a foot wrong.	0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	put a foot wrong	figurative	identical	ADV ADV ADP PROPN PUNCT PROPN VERB VERB DET NOUN VERB VERB DET NOUN NOUN
My brothers'd be watching his every move, just hoping he 'd put a foot wrong so they could jump in and scrag him.	0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0	put a foot wrong	figurative	identical	ADJ NOUN VERB VERB ADJ DET NOUN ADV VERB PRON VERB VERB DET NOUN NOUN ADP PRON VERB VERB ADV CCONJ VERB PRON
And never put a foot wrong.	0 0 1 0 1 1	put a foot wrong	figurative	identical	CCONJ ADV VERB DET NOUN NOUN
Never put a foot wrong?	0 1 0 1 1	put a foot wrong	figurative	identical	ADV VERB DET NOUN NOUN
Never put a foot wrong?	0 1 0 1 1	put a foot wrong	figurative	identical	ADV VERB DET NOUN NOUN
From start to finish, Rogers never put a foot wrong.	0 0 0 0 0 0 1 0 1 1	put a foot wrong	figurative	identical	ADP NOUN ADP NOUN PROPN ADV VERB DET NOUN NOUN
He's the kind of big game that hunts you back if you put a foot wrong.	0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	put a foot wrong	figurative	identical	PRON DET NOUN ADP ADJ NOUN ADJ VERB PRON ADV ADP PRON VERB DET NOUN NOUN
Seventh Earl put a foot wrong under Henry the Eighth and ended up that way.’	0 0 1 0 1 1 0 0 0 0 0 0 0 0 0	put a foot wrong	figurative	identical	PROPN PROPN VERB DET NOUN ADJ ADP PROPN DET PROPN CCONJ VERB PART DET ADJ
